AADAT	ERCC5
ACTL6A	BUB1B
ACTL6A	CDK4
ACTL6A	CDK6
ACTL6A	ERBB2
ACTL6A	ERCC5
ACTL6A	EZH2
ACTL6A	FGFR1
ACTL6A	JAK1
ACTL6A	JAK2
ACTL6A	JAK3
ACTL6A	KDM5C
ACTL6A	LCK
ACTL6A	MAP2K2
ACTL6A	MLLT6
ACTL6A	NSD1
ACTL6A	NTRK1
ACTL6A	PIM1
ACTL6A	RAF1
ACTL6A	RET
ACTL6A	ROS1
ACTL6A	SETD2
ACTL6A	STK11
ACTL6A	SYK
ACTL6A	WHSC1L1
ACTL6B	AKT1
ACTL6B	BMPR1A
ACTL6B	BRAF
ACTL6B	BUB1B
ACTL6B	CDK4
ACTL6B	CDK6
ACTL6B	ERBB2
ACTL6B	ERCC5
ACTL6B	EZH2
ACTL6B	FGFR1
ACTL6B	JAK1
ACTL6B	JAK2
ACTL6B	JAK3
ACTL6B	KDM5C
ACTL6B	LCK
ACTL6B	MAP2K2
ACTL6B	MLLT6
ACTL6B	NSD1
ACTL6B	NTRK1
ACTL6B	PIM1
ACTL6B	RAF1
ACTL6B	RET
ACTL6B	ROS1
ACTL6B	SETD2
ACTL6B	STK11
ACTL6B	SYK
ACTL6B	WHSC1L1
ACVR1	AKT1
ACVR1	AKT2
ACVR1	ALK
ACVR1	ARHGEF12
ACVR1	ATM
ACVR1	BCL3
ACVR1	BCL6
ACVR1	BCR
ACVR1	BMPR1A
ACVR1	BRAF
ACVR1	BRCA1
ACVR1	BRD3
ACVR1	BUB1B
ACVR1	CCND1
ACVR1	CCND2
ACVR1	CCNE1
ACVR1	CDK4
ACVR1	CDK6
ACVR1	CDKN2C
ACVR1	CHEK2
ACVR1	CHN1
ACVR1	CNOT3
ACVR1	CREBBP
ACVR1	DNM2
ACVR1	EGFR
ACVR1	ERBB2
ACVR1	ERCC2
ACVR1	FBXO11
ACVR1	FBXW7
ACVR1	FGFR1
ACVR1	FGFR3
ACVR1	FNBP1
ACVR1	HIP1
ACVR1	HRAS
ACVR1	IKZF1
ACVR1	ITK
ACVR1	JAK1
ACVR1	JAK2
ACVR1	JAK3
ACVR1	KDM5A
ACVR1	KIT
ACVR1	KLF4
ACVR1	KRAS
ACVR1	LCK
ACVR1	MAP2K1
ACVR1	MAP2K2
ACVR1	MAP2K4
ACVR1	MET
ACVR1	MYH9
ACVR1	NF1
ACVR1	NOTCH1
ACVR1	NRAS
ACVR1	NSD1
ACVR1	NTRK1
ACVR1	PDGFRB
ACVR1	PIM1
ACVR1	PRDM1
ACVR1	PRDM16
ACVR1	PTEN
ACVR1	RAF1
ACVR1	RALGDS
ACVR1	RET
ACVR1	ROS1
ACVR1	SEPT6
ACVR1	SH3GL1
ACVR1	SMARCA4
ACVR1	SRGAP3
ACVR1	STK11
ACVR1	SYK
ACVR1	TCEA1
ACVR1	USP6
ACVR1	WHSC1L1
ACVR1	WT1
ACVR1B	AKT1
ACVR1B	AKT2
ACVR1B	ALK
ACVR1B	ARHGEF12
ACVR1B	ATM
ACVR1B	BCL3
ACVR1B	BCL6
ACVR1B	BCR
ACVR1B	BMPR1A
ACVR1B	BRAF
ACVR1B	BRCA1
ACVR1B	BRD3
ACVR1B	BUB1B
ACVR1B	CCND1
ACVR1B	CCND2
ACVR1B	CCNE1
ACVR1B	CDK4
ACVR1B	CDK6
ACVR1B	CDKN2C
ACVR1B	CHEK2
ACVR1B	CHN1
ACVR1B	CNOT3
ACVR1B	CREBBP
ACVR1B	DNM2
ACVR1B	EGFR
ACVR1B	ERBB2
ACVR1B	ERCC2
ACVR1B	FBXO11
ACVR1B	FBXW7
ACVR1B	FGFR1
ACVR1B	FGFR3
ACVR1B	FNBP1
ACVR1B	HIP1
ACVR1B	HRAS
ACVR1B	IKZF1
ACVR1B	ITK
ACVR1B	JAK1
ACVR1B	JAK2
ACVR1B	JAK3
ACVR1B	KDM5A
ACVR1B	KIT
ACVR1B	KLF4
ACVR1B	KRAS
ACVR1B	LCK
ACVR1B	MAP2K1
ACVR1B	MAP2K2
ACVR1B	MAP2K4
ACVR1B	MET
ACVR1B	MYH9
ACVR1B	NF1
ACVR1B	NOTCH1
ACVR1B	NRAS
ACVR1B	NSD1
ACVR1B	NTRK1
ACVR1B	PDGFRB
ACVR1B	PIM1
ACVR1B	PRDM1
ACVR1B	PRDM16
ACVR1B	PTEN
ACVR1B	RAF1
ACVR1B	RALGDS
ACVR1B	RET
ACVR1B	ROS1
ACVR1B	SEPT6
ACVR1B	SH3GL1
ACVR1B	SMARCA4
ACVR1B	SRGAP3
ACVR1B	STK11
ACVR1B	SYK
ACVR1B	TCEA1
ACVR1B	USP6
ACVR1B	WHSC1L1
ACVR1B	WT1
ACVR1C	AKT1
ACVR1C	AKT2
ACVR1C	ALK
ACVR1C	ARHGEF12
ACVR1C	ATM
ACVR1C	BCL3
ACVR1C	BCL6
ACVR1C	BCR
ACVR1C	BMPR1A
ACVR1C	BRAF
ACVR1C	BRCA1
ACVR1C	BRD3
ACVR1C	BUB1B
ACVR1C	CCND1
ACVR1C	CCND2
ACVR1C	CCNE1
ACVR1C	CDK4
ACVR1C	CDK6
ACVR1C	CDKN2C
ACVR1C	CHEK2
ACVR1C	CHN1
ACVR1C	CNOT3
ACVR1C	CREBBP
ACVR1C	DNM2
ACVR1C	EGFR
ACVR1C	ERBB2
ACVR1C	ERCC2
ACVR1C	FBXO11
ACVR1C	FBXW7
ACVR1C	FGFR1
ACVR1C	FGFR3
ACVR1C	FNBP1
ACVR1C	HIP1
ACVR1C	HRAS
ACVR1C	IKZF1
ACVR1C	ITK
ACVR1C	JAK1
ACVR1C	JAK2
ACVR1C	JAK3
ACVR1C	KDM5A
ACVR1C	KIT
ACVR1C	KLF4
ACVR1C	KRAS
ACVR1C	LCK
ACVR1C	MAP2K1
ACVR1C	MAP2K2
ACVR1C	MAP2K4
ACVR1C	MET
ACVR1C	MYH9
ACVR1C	NF1
ACVR1C	NOTCH1
ACVR1C	NRAS
ACVR1C	NSD1
ACVR1C	NTRK1
ACVR1C	PDGFRB
ACVR1C	PIM1
ACVR1C	PRDM1
ACVR1C	PRDM16
ACVR1C	PTEN
ACVR1C	RAF1
ACVR1C	RALGDS
ACVR1C	RET
ACVR1C	ROS1
ACVR1C	SEPT6
ACVR1C	SH3GL1
ACVR1C	SMARCA4
ACVR1C	SRGAP3
ACVR1C	STK11
ACVR1C	SYK
ACVR1C	TCEA1
ACVR1C	USP6
ACVR1C	WHSC1L1
ACVR1C	WT1
ACVR2B	AKT1
ACVR2B	AKT2
ACVR2B	ALK
ACVR2B	ATM
ACVR2B	BCL6
ACVR2B	BCR
ACVR2B	BMPR1A
ACVR2B	BRAF
ACVR2B	BRCA1
ACVR2B	BUB1B
ACVR2B	CCND1
ACVR2B	CCNE1
ACVR2B	CDK4
ACVR2B	CDK6
ACVR2B	CDKN2C
ACVR2B	CHN1
ACVR2B	DNM2
ACVR2B	EGFR
ACVR2B	ERBB2
ACVR2B	FGFR1
ACVR2B	FNBP1
ACVR2B	IKZF1
ACVR2B	ITK
ACVR2B	JAK1
ACVR2B	JAK2
ACVR2B	JAK3
ACVR2B	KIT
ACVR2B	KLF4
ACVR2B	LCK
ACVR2B	MAP2K1
ACVR2B	MAP2K2
ACVR2B	MAP2K4
ACVR2B	MET
ACVR2B	MYH9
ACVR2B	NF1
ACVR2B	NTRK1
ACVR2B	PDGFRB
ACVR2B	PIM1
ACVR2B	PRDM1
ACVR2B	PRDM16
ACVR2B	PTEN
ACVR2B	RAF1
ACVR2B	RALGDS
ACVR2B	RET
ACVR2B	ROS1
ACVR2B	SH3GL1
ACVR2B	SRGAP3
ACVR2B	STK11
ACVR2B	SYK
ACVR2B	WT1
ACVRL1	AKT1
ACVRL1	AKT2
ACVRL1	ALK
ACVRL1	ARHGEF12
ACVRL1	ATM
ACVRL1	BCL3
ACVRL1	BCL6
ACVRL1	BCR
ACVRL1	BMPR1A
ACVRL1	BRAF
ACVRL1	BRCA1
ACVRL1	BRD3
ACVRL1	BUB1B
ACVRL1	CCND1
ACVRL1	CCND2
ACVRL1	CCNE1
ACVRL1	CDK4
ACVRL1	CDK6
ACVRL1	CDKN2C
ACVRL1	CHEK2
ACVRL1	CHN1
ACVRL1	CNOT3
ACVRL1	CREBBP
ACVRL1	DNM2
ACVRL1	EGFR
ACVRL1	ERBB2
ACVRL1	ERCC2
ACVRL1	FBXO11
ACVRL1	FBXW7
ACVRL1	FGFR1
ACVRL1	FGFR3
ACVRL1	FNBP1
ACVRL1	HIP1
ACVRL1	HRAS
ACVRL1	IKZF1
ACVRL1	ITK
ACVRL1	JAK1
ACVRL1	JAK2
ACVRL1	JAK3
ACVRL1	KDM5A
ACVRL1	KIT
ACVRL1	KLF4
ACVRL1	KRAS
ACVRL1	LCK
ACVRL1	MAP2K1
ACVRL1	MAP2K2
ACVRL1	MAP2K4
ACVRL1	MET
ACVRL1	MYH9
ACVRL1	NF1
ACVRL1	NOTCH1
ACVRL1	NRAS
ACVRL1	NSD1
ACVRL1	NTRK1
ACVRL1	PDGFRB
ACVRL1	PIM1
ACVRL1	PRDM1
ACVRL1	PRDM16
ACVRL1	PTEN
ACVRL1	RAF1
ACVRL1	RALGDS
ACVRL1	RET
ACVRL1	ROS1
ACVRL1	SEPT6
ACVRL1	SH3GL1
ACVRL1	SMARCA4
ACVRL1	SRGAP3
ACVRL1	STK11
ACVRL1	SYK
ACVRL1	TCEA1
ACVRL1	USP6
ACVRL1	WHSC1L1
ACVRL1	WT1
ADRBK1	AKT1
ADRBK1	AKT2
ADRBK1	ALK
ADRBK1	ARHGEF12
ADRBK1	ATM
ADRBK1	BCL6
ADRBK1	BCR
ADRBK1	BMPR1A
ADRBK1	BRAF
ADRBK1	BRCA1
ADRBK1	BUB1B
ADRBK1	CCND1
ADRBK1	CCNE1
ADRBK1	CDK4
ADRBK1	CDK6
ADRBK1	CDKN2C
ADRBK1	CHN1
ADRBK1	DNM2
ADRBK1	EGFR
ADRBK1	ERBB2
ADRBK1	FGFR1
ADRBK1	FNBP1
ADRBK1	IKZF1
ADRBK1	ITK
ADRBK1	JAK1
ADRBK1	JAK2
ADRBK1	JAK3
ADRBK1	KIT
ADRBK1	KLF4
ADRBK1	LCK
ADRBK1	MAP2K1
ADRBK1	MAP2K2
ADRBK1	MAP2K4
ADRBK1	MET
ADRBK1	MYH9
ADRBK1	NF1
ADRBK1	NTRK1
ADRBK1	PDGFRB
ADRBK1	PIM1
ADRBK1	PRDM1
ADRBK1	PRDM16
ADRBK1	PTEN
ADRBK1	RAF1
ADRBK1	RALGDS
ADRBK1	RET
ADRBK1	ROS1
ADRBK1	SH3GL1
ADRBK1	SRGAP3
ADRBK1	STK11
ADRBK1	SYK
ADRBK1	WT1
ADRBK2	AKT1
ADRBK2	AKT2
ADRBK2	ALK
ADRBK2	ARHGEF12
ADRBK2	ATM
ADRBK2	BCL6
ADRBK2	BCR
ADRBK2	BMPR1A
ADRBK2	BRAF
ADRBK2	BRCA1
ADRBK2	BUB1B
ADRBK2	CCND1
ADRBK2	CCNE1
ADRBK2	CDK4
ADRBK2	CDK6
ADRBK2	CDKN2C
ADRBK2	CHN1
ADRBK2	DNM2
ADRBK2	EGFR
ADRBK2	ERBB2
ADRBK2	FGFR1
ADRBK2	FNBP1
ADRBK2	IKZF1
ADRBK2	ITK
ADRBK2	JAK1
ADRBK2	JAK2
ADRBK2	JAK3
ADRBK2	KIT
ADRBK2	KLF4
ADRBK2	LCK
ADRBK2	MAP2K1
ADRBK2	MAP2K2
ADRBK2	MAP2K4
ADRBK2	MET
ADRBK2	MYH9
ADRBK2	NF1
ADRBK2	NTRK1
ADRBK2	PDGFRB
ADRBK2	PIM1
ADRBK2	PRDM1
ADRBK2	PRDM16
ADRBK2	PTEN
ADRBK2	RAF1
ADRBK2	RALGDS
ADRBK2	RET
ADRBK2	ROS1
ADRBK2	SH3GL1
ADRBK2	SRGAP3
ADRBK2	STK11
ADRBK2	SYK
ADRBK2	WT1
AGAP1	HRAS
AGAP1	KRAS
AGAP1	NRAS
AGAP1	RAC1
AGAP1	WAS
AGAP2	AKT1
AGAP2	BCR
AGAP2	BMPR1A
AGAP2	BRAF
AGAP2	CDK4
AGAP2	CDK6
AGAP2	ERBB2
AGAP2	FGFR1
AGAP2	HRAS
AGAP2	JAK1
AGAP2	JAK2
AGAP2	JAK3
AGAP2	KRAS
AGAP2	LCK
AGAP2	MAP2K2
AGAP2	MET
AGAP2	NRAS
AGAP2	NTRK1
AGAP2	PIM1
AGAP2	RAC1
AGAP2	RAF1
AGAP2	RET
AGAP2	ROS1
AGAP2	STK11
AGAP2	SYK
AGAP2	WAS
AGAP3	AKT1
AGAP3	AKT2
AGAP3	ALK
AGAP3	ARHGEF12
AGAP3	BCR
AGAP3	BMPR1A
AGAP3	BRAF
AGAP3	BUB1B
AGAP3	CDK4
AGAP3	CDK6
AGAP3	EGFR
AGAP3	ERBB2
AGAP3	FGFR1
AGAP3	HRAS
AGAP3	ITK
AGAP3	JAK1
AGAP3	JAK2
AGAP3	JAK3
AGAP3	KIT
AGAP3	KRAS
AGAP3	LCK
AGAP3	MAP2K1
AGAP3	MAP2K2
AGAP3	MAP2K4
AGAP3	MET
AGAP3	NRAS
AGAP3	NTRK1
AGAP3	PDGFRB
AGAP3	PIM1
AGAP3	RAC1
AGAP3	RAF1
AGAP3	RET
AGAP3	ROS1
AGAP3	STK11
AGAP3	SYK
AGAP3	WAS
AHI1	AKT1
AHI1	AKT2
AHI1	ALK
AHI1	BCR
AHI1	BMPR1A
AHI1	BRAF
AHI1	BRD3
AHI1	BUB1B
AHI1	CDK4
AHI1	CDK6
AHI1	CDKN2C
AHI1	CREBBP
AHI1	EGFR
AHI1	ERBB2
AHI1	FGFR1
AHI1	FNBP1
AHI1	HRAS
AHI1	ITK
AHI1	JAK1
AHI1	JAK2
AHI1	JAK3
AHI1	KDM5A
AHI1	KDM5C
AHI1	KIT
AHI1	LCK
AHI1	MAP2K1
AHI1	MAP2K2
AHI1	MAP2K4
AHI1	MET
AHI1	MLLT6
AHI1	MYH9
AHI1	NSD1
AHI1	NTRK1
AHI1	PDGFRB
AHI1	PIM1
AHI1	RAF1
AHI1	RET
AHI1	ROS1
AHI1	SH3GL1
AHI1	SMARCA4
AHI1	STK11
AHI1	SYK
AHI1	TRAF7
AHI1	WAS
AIRE	SMARCA4
AKAP10	CCND1
AKAP10	CCNE1
AKAP13	AKT1
AKAP13	AKT2
AKAP13	ARHGEF12
AKAP13	BCR
AKAP13	BMPR1A
AKAP13	BRAF
AKAP13	BUB1B
AKAP13	CDK4
AKAP13	CDK6
AKAP13	DNM2
AKAP13	ERBB2
AKAP13	FGFR1
AKAP13	ITK
AKAP13	JAK1
AKAP13	JAK2
AKAP13	JAK3
AKAP13	KIT
AKAP13	LCK
AKAP13	MAP2K2
AKAP13	MYH9
AKAP13	NF1
AKAP13	NTRK1
AKAP13	PDGFRB
AKAP13	PIM1
AKAP13	RAF1
AKAP13	RET
AKAP13	ROS1
AKAP13	STK11
AKAP13	SYK
AKT1	AKT3
AKT1	ALG10
AKT1	ALG10B
AKT1	ALG12
AKT1	ALG3
AKT1	ALG6
AKT1	ALG8
AKT1	ALG9
AKT1	AMFR
AKT1	AMHR2
AKT1	AMPH
AKT1	ANAPC10
AKT1	ANAPC2
AKT1	ANKRD1
AKT1	ANKRD23
AKT1	ANLN
AKT1	APBB1IP
AKT1	APEX1
AKT1	APPL2
AKT1	APRT
AKT1	AQP1
AKT1	AQP2
AKT1	AQP3
AKT1	AQP4
AKT1	AQP6
AKT1	AQP7
AKT1	AQP8
AKT1	AQP9
AKT1	ARAF
AKT1	ARAP1
AKT1	ARAP2
AKT1	ARAP3
AKT1	ARFRP1
AKT1	ARHGAP1
AKT1	ARHGAP10
AKT1	ARHGAP11A
AKT1	ARHGAP11B
AKT1	ARHGAP12
AKT1	ARHGAP15
AKT1	ARHGAP17
AKT1	ARHGAP18
AKT1	ARHGAP19
AKT1	ARHGAP20
AKT1	ARHGAP21
AKT1	ARHGAP22
AKT1	ARHGAP23
AKT1	ARHGAP24
AKT1	ARHGAP25
AKT1	ARHGAP26
AKT1	ARHGAP27
AKT1	ARHGAP28
AKT1	ARHGAP29
AKT1	ARHGAP30
AKT1	ARHGAP31
AKT1	ARHGAP32
AKT1	ARHGAP35
AKT1	ARHGAP36
AKT1	ARHGAP39
AKT1	ARHGAP4
AKT1	ARHGAP40
AKT1	ARHGAP44
AKT1	ARHGAP5
AKT1	ARHGAP6
AKT1	ARHGAP8
AKT1	ARHGAP9
AKT1	ARHGEF11
AKT1	ARHGEF16
AKT1	ARHGEF17
AKT1	ARHGEF18
AKT1	ARHGEF2
AKT1	ARHGEF3
AKT1	ARHGEF4
AKT1	ARHGEF6
AKT1	ARHGEF7
AKT1	ARHGEF9
AKT1	ARL1
AKT1	ARV1
AKT1	ATG7
AKT1	ATP2A1
AKT1	ATP2A3
AKT1	ATP2B2
AKT1	ATP2C1
AKT1	ATP7B
AKT1	ATXN7L3
AKT1	AURKA
AKT1	AURKB
AKT1	AURKC
AKT1	AXL
AKT1	BARD1
AKT1	BAZ1A
AKT1	BAZ1B
AKT1	BAZ2A
AKT1	BCAR3
AKT1	BCL6B
AKT1	BIN1
AKT1	BLK
AKT1	BMPR1B
AKT1	BMX
AKT1	BPTF
AKT1	BRD2
AKT1	BRD9
AKT1	BRSK1
AKT1	BRSK2
AKT1	BRWD1
AKT1	BTK
AKT1	BTRC
AKT1	BUB1
AKT1	BUB3
AKT1	CABLES1
AKT1	CABLES2
AKT1	CACUL1
AKT1	CAMK1
AKT1	CAMK2A
AKT1	CAMK2B
AKT1	CAMK2D
AKT1	CAMK2G
AKT1	CAMK4
AKT1	CAMKK2
AKT1	CAMTA2
AKT1	CASK
AKT1	CCNA1
AKT1	CCNA2
AKT1	CCNB1
AKT1	CCNB2
AKT1	CCNB3
AKT1	CCNC
AKT1	CCNE2
AKT1	CCNF
AKT1	CCNG1
AKT1	CCNH
AKT1	CCNI2
AKT1	CCNK
AKT1	CCNL1
AKT1	CCNL2
AKT1	CCNO
AKT1	CCNT1
AKT1	CCNT2
AKT1	CCNY
AKT1	CCNYL1
AKT1	CCS
AKT1	CCT2
AKT1	CCT3
AKT1	CCT4
AKT1	CCT5
AKT1	CCT6A
AKT1	CCT6B
AKT1	CCT7
AKT1	CCT8
AKT1	CDC14B
AKT1	CDC20
AKT1	CDC25A
AKT1	CDC25B
AKT1	CDC25C
AKT1	CDC42BPA
AKT1	CDC42BPB
AKT1	CDC42BPG
AKT1	CDC42EP1
AKT1	CDC42EP4
AKT1	CDC42EP5
AKT1	CDC7
AKT1	CDK1
AKT1	CDK11A
AKT1	CDK11B
AKT1	CDK14
AKT1	CDK16
AKT1	CDK17
AKT1	CDK18
AKT1	CDK2
AKT1	CDK3
AKT1	CDK5RAP1
AKT1	CDK7
AKT1	CDK9
AKT1	CDKL1
AKT1	CDKL2
AKT1	CDKL5
AKT1	CDKN2D
AKT1	CECR2
AKT1	CEP41
AKT1	CHD1
AKT1	CHD1L
AKT1	CHD3
AKT1	CHD4
AKT1	CHD5
AKT1	CHD6
AKT1	CHEK1
AKT1	CHKA
AKT1	CHKB
AKT1	CHMP7
AKT1	CHN2
AKT1	CHUK
AKT1	CIAO1
AKT1	CLINT1
AKT1	CLK2
AKT1	CLK3
AKT1	CNKSR1
AKT1	CNOT2
AKT1	CNOT6
AKT1	CNOT6L
AKT1	CNOT7
AKT1	CNOT8
AKT1	CNTD2
AKT1	COL4A3BP
AKT1	CORO1A
AKT1	CSF1R
AKT1	CSK
AKT1	CSNK1A1
AKT1	CSNK1A1L
AKT1	CSNK1D
AKT1	CSNK1E
AKT1	CSNK1G2
AKT1	CSNK1G3
AKT1	CSNK2A1
AKT1	CSRP2BP
AKT1	CUL2
AKT1	CUL3
AKT1	CUL4A
AKT1	CUL4B
AKT1	CUL5
AKT1	CUL7
AKT1	CUL9
AKT1	DAB2IP
AKT1	DAPK1
AKT1	DAPK2
AKT1	DAPK3
AKT1	DAPP1
AKT1	DBNL
AKT1	DCLK1
AKT1	DDR1
AKT1	DDR2
AKT1	DEPDC1B
AKT1	DEPDC7
AKT1	DGKD
AKT1	DHDDS
AKT1	DLC1
AKT1	DMC1
AKT1	DMPK
AKT1	DNAJC7
AKT1	DNAL4
AKT1	DPF3
AKT1	DUSP1
AKT1	DUSP10
AKT1	DUSP13
AKT1	DUSP16
AKT1	DUSP2
AKT1	DUSP22
AKT1	DUSP3
AKT1	DUSP4
AKT1	DUSP5
AKT1	DUSP6
AKT1	DUSP7
AKT1	DUSP8
AKT1	DUSP9
AKT1	DYNLL1
AKT1	DYNLL2
AKT1	DYRK1A
AKT1	DYRK1B
AKT1	DYRK2
AKT1	DYRK3
AKT1	DYRK4
AKT1	E4F1
AKT1	ECT2
AKT1	EED
AKT1	EGR1
AKT1	EHMT1
AKT1	EHMT2
AKT1	EIF2AK2
AKT1	EIF2AK3
AKT1	EIF2AK4
AKT1	EIF4A3
AKT1	ELOVL1
AKT1	ELOVL4
AKT1	ELOVL6
AKT1	ELP2
AKT1	ELP3
AKT1	EPC2
AKT1	EPHA10
AKT1	EPHA2
AKT1	EPHA3
AKT1	EPHA4
AKT1	EPHA6
AKT1	EPHA8
AKT1	EPHB2
AKT1	EPHB4
AKT1	EPN1
AKT1	EPN2
AKT1	ERBB3
AKT1	ERBB4
AKT1	ERCC1
AKT1	ERN1
AKT1	ERN2
AKT1	FA2H
AKT1	FAF1
AKT1	FAM13A
AKT1	FAM13B
AKT1	FAM58A
AKT1	FBXL15
AKT1	FBXL22
AKT1	FBXL3
AKT1	FBXL5
AKT1	FBXL7
AKT1	FBXO10
AKT1	FBXO2
AKT1	FBXO24
AKT1	FBXO3
AKT1	FBXO31
AKT1	FBXO33
AKT1	FBXO4
AKT1	FBXO45
AKT1	FBXO9
AKT1	FBXW11
AKT1	FBXW2
AKT1	FBXW5
AKT1	FER
AKT1	FES
AKT1	FEZF1
AKT1	FEZF2
AKT1	FGD1
AKT1	FGD2
AKT1	FGD3
AKT1	FGD4
AKT1	FGR
AKT1	FKBP4
AKT1	FKBP5
AKT1	FKBP8
AKT1	FLVCR1
AKT1	FOXG1
AKT1	FRK
AKT1	FYN
AKT1	GABPB1
AKT1	GABPB2
AKT1	GAK
AKT1	GAS2L1
AKT1	GAS2L2
AKT1	GCLC
AKT1	GFI1
AKT1	GFI1B
AKT1	GLIS2
AKT1	GMIP
AKT1	GRB10
AKT1	GRB14
AKT1	GRK4
AKT1	GRK5
AKT1	GRK6
AKT1	GRK7
AKT1	GSG2
AKT1	GSK3A
AKT1	GSK3B
AKT1	GZF1
AKT1	HCK
AKT1	HDAC1
AKT1	HDAC10
AKT1	HDAC11
AKT1	HDAC2
AKT1	HDAC3
AKT1	HDAC4
AKT1	HDAC5
AKT1	HDAC6
AKT1	HDAC7
AKT1	HDAC8
AKT1	HDAC9
AKT1	HIC1
AKT1	HIPK3
AKT1	HIRA
AKT1	HMHA1
AKT1	HPRT1
AKT1	HSF4
AKT1	HSP90AA1
AKT1	HSP90AB1
AKT1	HSP90B1
AKT1	HSPA1A
AKT1	HSPA1L
AKT1	HSPA2
AKT1	HSPA4
AKT1	HSPA4L
AKT1	HSPA6
AKT1	HSPA8
AKT1	HSPH1
AKT1	HUNK
AKT1	ICK
AKT1	IGF1R
AKT1	IKBKAP
AKT1	IKBKB
AKT1	IKBKE
AKT1	ILK
AKT1	ILKAP
AKT1	ING2
AKT1	INO80
AKT1	INPP5B
AKT1	INPPL1
AKT1	IRAK1
AKT1	IRAK2
AKT1	IRAK3
AKT1	IRS1
AKT1	IRS2
AKT1	ITSN1
AKT1	ITSN2
AKT1	KALRN
AKT1	KAT2A
AKT1	KIF11
AKT1	KIF15
AKT1	KIF18B
AKT1	KIF20B
AKT1	KIF22
AKT1	KIF25
AKT1	KIF2C
AKT1	KIFC1
AKT1	KLF10
AKT1	KLF11
AKT1	KLF12
AKT1	KNDC1
AKT1	KSR1
AKT1	LATS1
AKT1	LATS2
AKT1	LIG4
AKT1	LIMK1
AKT1	LMTK2
AKT1	LMTK3
AKT1	LRRK2
AKT1	LTK
AKT1	LYN
AKT1	MAD1L1
AKT1	MAGT1
AKT1	MAK
AKT1	MAP2K3
AKT1	MAP2K5
AKT1	MAP2K6
AKT1	MAP2K7
AKT1	MAP3K1
AKT1	MAP3K10
AKT1	MAP3K11
AKT1	MAP3K12
AKT1	MAP3K13
AKT1	MAP3K2
AKT1	MAP3K3
AKT1	MAP3K4
AKT1	MAP3K5
AKT1	MAP3K6
AKT1	MAP3K7
AKT1	MAP3K8
AKT1	MAP3K9
AKT1	MAP4K1
AKT1	MAP4K2
AKT1	MAP4K3
AKT1	MAP4K4
AKT1	MAP4K5
AKT1	MAPK1
AKT1	MAPK10
AKT1	MAPK11
AKT1	MAPK12
AKT1	MAPK13
AKT1	MAPK14
AKT1	MAPK3
AKT1	MAPK4
AKT1	MAPK6
AKT1	MAPK7
AKT1	MAPK8IP1
AKT1	MAPK9
AKT1	MAPKAPK2
AKT1	MAPKAPK3
AKT1	MAPKAPK5
AKT1	MARK1
AKT1	MARK2
AKT1	MARK4
AKT1	MAST1
AKT1	MAST2
AKT1	MASTL
AKT1	MATK
AKT1	MCF2
AKT1	MCF2L
AKT1	MED16
AKT1	MELK
AKT1	MERTK
AKT1	MFSD10
AKT1	MFSD12
AKT1	MFSD2A
AKT1	MFSD5
AKT1	MINK1
AKT1	MKKS
AKT1	MKNK1
AKT1	MKNK2
AKT1	MLK4
AKT1	MLTK
AKT1	MOGS
AKT1	MOK
AKT1	MOS
AKT1	MRAS
AKT1	MRE11A
AKT1	MRPL14
AKT1	MRPL22
AKT1	MST1R
AKT1	MST4
AKT1	MTF2
AKT1	MTMR3
AKT1	MTMR4
AKT1	MTOR
AKT1	MYLK
AKT1	MYLK3
AKT1	MYO1E
AKT1	MYO9A
AKT1	MYO9B
AKT1	NAA15
AKT1	NAA16
AKT1	NBN
AKT1	NEK1
AKT1	NEK11
AKT1	NEK2
AKT1	NEK3
AKT1	NEK4
AKT1	NEK6
AKT1	NEK7
AKT1	NET1
AKT1	NFATC1
AKT1	NFATC2
AKT1	NFATC3
AKT1	NFATC4
AKT1	NFKB1
AKT1	NFKBIA
AKT1	NGEF
AKT1	NLK
AKT1	NOSTRIN
AKT1	NPR2
AKT1	NUAK1
AKT1	NUAK2
AKT1	NUS1
AKT1	OBSCN
AKT1	OCRL
AKT1	OPHN1
AKT1	ORC2
AKT1	OSR1
AKT1	OSR2
AKT1	OXSR1
AKT1	PACSIN1
AKT1	PACSIN2
AKT1	PACSIN3
AKT1	PAK1
AKT1	PAK2
AKT1	PAK4
AKT1	PAK7
AKT1	PAPD7
AKT1	PARN
AKT1	PARP1
AKT1	PARP4
AKT1	PASK
AKT1	PAXIP1
AKT1	PBK
AKT1	PDE2A
AKT1	PDE3A
AKT1	PDLIM3
AKT1	PDP1
AKT1	PDPK1
AKT1	PDRG1
AKT1	PEMT
AKT1	PFDN1
AKT1	PFDN2
AKT1	PFDN4
AKT1	PFDN6
AKT1	PHF1
AKT1	PHF13
AKT1	PHF19
AKT1	PHF21A
AKT1	PHKG1
AKT1	PHKG2
AKT1	PHLPP2
AKT1	PI4KA
AKT1	PI4KB
AKT1	PIGT
AKT1	PIGU
AKT1	PIK3CB
AKT1	PIK3CD
AKT1	PIK3R2
AKT1	PIK3R4
AKT1	PIKFYVE
AKT1	PIM2
AKT1	PIM3
AKT1	PINK1
AKT1	PIP4K2A
AKT1	PIP4K2B
AKT1	PIP5K1A
AKT1	PIP5K1B
AKT1	PIP5K1C
AKT1	PKMYT1
